index_name,alpha,similarity_top_k,cross_encoder_model,llm_model_name,rerank_top_n,llm_provider,prompt_template,faithfulness,factual_correctness(mode=f1),llm_context_precision_with_reference,context_recall,avg_latency_sec,latency_95th_sec,#Experiment,factual_correctness(mode=precision),factual_correctness(mode=recall),fact_prompt,answer_prompt,two_stage,use_query_expansion,query_expansion_num,base_k,expansion_k
Normal_splitter_hf,1.0,5.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9397058823529412,0.532,0.7427777777549629,0.8880701754385963,6.154197144508362,10.51380705833435,,,,,,,,,,
Normal_splitter_hf,1.0,5.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.8818181818181818,0.4670000000000001,0.699999999965,0.4584033613445378,4.427451467514038,7.074875116348267,,,,,,,,,,
Normal_splitter_hf,1.0,10.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.94375,0.48,0.7150694444333301,0.8507094538854976,5.688628482818603,9.558552980422974,,,,,,,,,,
Normal_splitter_hf,1.0,10.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9207142857142856,0.358,0.8166666666266666,0.5222625529340592,4.023855209350586,6.886392831802368,,,,,,,,,,
Normal_splitter_hf,1.0,15.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9923076923076924,0.587,0.7010875374536665,0.9544715447154472,4.808232688903809,8.722788095474243,,,,,,,,,,
Normal_splitter_hf,1.0,15.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9071428571428573,0.35,0.7999999999616667,0.5612721643681395,3.817413020133972,7.11526083946228,,,,,,,,,,
Normal_splitter_openai,0.8,3.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9928571428571428,0.54,0.6749999999729166,0.6158088235294118,4.837537240982056,8.357426881790161,,,,,,,,,,
Normal_splitter_openai,0.8,3.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.95,0.603,0.7666666666316667,0.6144827586206897,3.703256440162659,5.131933927536011,,,,,,,,,,
Normal_splitter_openai,0.8,5.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",1.0,0.604,0.680555555536537,0.6779713511420828,4.337573719024658,7.243378400802612,,,,,,,,,,
Normal_splitter_openai,0.8,5.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9233333333333336,0.466,0.7166666666308333,0.5248538011695907,3.801235246658325,5.717215061187744,,,,,,,,,,
Normal_splitter_openai,0.8,10.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.99,0.497,0.7051388888737465,0.6613607188703466,4.636593556404113,6.876410007476807,,,,,,,,,,
Normal_splitter_openai,0.8,10.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9025757575757576,0.305,0.7833333332908333,0.5212836970474968,4.168339657783508,7.292810916900635,,,,,,,,,,
Normal_splitter_openai,0.8,15.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9114285714285714,0.522,0.6411443186358462,0.770915404040404,4.468794536590576,7.608587980270386,,,,,,,,,,
Normal_splitter_openai,0.8,15.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.8316666666666667,0.298,0.6833333333075,0.4681689458301152,5.191659688949585,8.831760883331299,,,,,,,,,,
Normal_splitter_openai,1.0,3.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9818181818181818,0.549,0.6499999999724999,0.6049233716475095,4.094499182701111,6.711523056030273,,,,,,,,,,
Normal_splitter_openai,1.0,3.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9476190476190476,0.587,0.7666666666316667,0.6218390804597702,4.070516395568848,6.452049970626831,,,,,,,,,,
Normal_splitter_openai,1.0,5.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.990909090909091,0.533,0.680555555536537,0.685042735042735,3.705137801170349,6.259765863418579,,,,,,,,,,
Normal_splitter_openai,1.0,5.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9651515151515152,0.382,0.6166666666408334,0.5336660617059892,4.926776671409607,6.218646049499512,,,,,,,,,,
Normal_splitter_openai,1.0,10.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.975,0.5660000000000001,0.6918055555411007,0.690625,4.806850457191468,9.021684885025024,,,,,,,,,,
Normal_splitter_openai,1.0,10.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.8884615384615385,0.325,0.7833333332908333,0.4116080267282626,4.213364815711975,6.881118059158325,,,,,,,,,,
Normal_splitter_openai,1.0,15.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9884868421052632,0.615,0.6647806822721533,0.8214092140921408,5.52655827999115,8.155864953994751,,,,,,,,,,
Normal_splitter_openai,1.0,15.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.836190476190476,0.346,0.7833333332975,0.5107408018478798,5.018448138237,8.737977027893066,,,,,,,,,,
Normal_splitter_w_context_hf,0.8,3.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.8592712842712842,0.332,0.7166666666308333,0.4482340647857888,4.5492655515670775,7.179516077041626,,,,,,,,,,
Normal_splitter_w_context_hf,0.8,3.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.8423076923076923,0.2279999999999999,0.6833333333008333,0.4491818181818182,3.619600009918213,5.392582893371582,,,,,,,,,,
Normal_splitter_w_context_hf,0.8,5.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.8701587301587301,0.329,0.6516666666455279,0.7217543859649123,3.889271140098572,6.676613807678223,,,,,,,,,,
Normal_splitter_w_context_hf,0.8,5.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.866984126984127,0.413,0.7833333332975,0.573730407523511,3.941311550140381,6.477374076843262,,,,,,,,,,
Normal_splitter_w_context_hf,0.8,10.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9636363636363636,0.4,0.6633884479616659,0.9588235294117646,3.0234862565994263,5.176295042037964,,,,,,,,,,
Normal_splitter_w_context_hf,0.8,10.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.925,0.484,0.9499999999608332,0.8008403361344538,3.644674253463745,5.204327821731567,,,,,,,,,,
Normal_splitter_w_context_hf,0.8,15.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9585714285714284,0.484,0.6576411842054657,0.9452898550724635,3.568561148643494,5.515559911727905,,,,,,,,,,
Normal_splitter_w_context_hf,0.8,15.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9261904761904762,0.4349999999999999,0.8999999999608331,0.7334861544104163,3.937071204185486,5.750716924667358,,,,,,,,,,
Normal_splitter_w_context_hf,1.0,3.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9207792207792208,0.285,0.6166666666408334,0.4841463414634147,3.4505857706069945,5.967350721359253,,,,,,,,,,
Normal_splitter_w_context_hf,1.0,3.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.8857142857142856,0.247,0.6833333333008333,0.4655271199388845,3.3489881277084352,5.220186948776245,,,,,,,,,,
Normal_splitter_w_context_hf,1.0,5.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9122222222222222,0.353,0.7016666666440278,0.7329249011857707,3.292987275123596,5.891122102737427,,,,,,,,,,
Normal_splitter_w_context_hf,1.0,5.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.846030701754386,0.429,0.7833333332925,0.5975135975135976,3.8764262437820434,5.883970022201538,,,,,,,,,,
Normal_splitter_w_context_hf,1.0,10.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.990909090909091,0.412,0.6589466490195529,0.934032634032634,3.372729706764221,5.493703842163086,,,,,,,,,,
Normal_splitter_w_context_hf,1.0,10.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9816666666666668,0.415,0.8999999999616668,0.7382034632034632,3.820271348953247,6.423154830932617,,,,,,,,,,
Normal_splitter_w_context_hf,1.0,15.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9583333333333331,0.4589999999999999,0.6576411842054657,0.930952380952381,4.792977285385132,5.840250015258789,,,,,,,,,,
Normal_splitter_w_context_hf,1.0,15.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.8901515151515152,0.386,0.8999999999608331,0.690297619047619,4.172601914405822,6.344780921936035,,,,,,,,,,
Normal_splitter_w_context_openai,0.8,3.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.95,0.3389999999999999,0.6833333333033333,0.6513786937699981,4.14431221485138,6.34996509552002,,,,,,,,,,
Normal_splitter_w_context_openai,0.8,3.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9583333333333334,0.365,0.7333333332975001,0.609190687361419,4.423705339431763,6.941594123840332,,,,,,,,,,
Normal_splitter_w_context_openai,0.8,5.0,,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.9512820512820512,0.341,0.7304166666441563,0.7032312210681916,4.653723812103271,7.822394132614136,,,,,,,,,,
Normal_splitter_w_context_openai,0.8,5.0,cross-encoder/ms-marco-MiniLM-L-2-v2,gpt-4o-mini,3,openai,"metadata={'prompt_type': <PromptType.CUSTOM: 'custom'>} template_vars=['query_str', 'context_str'] kwargs={} output_parser=None template_var_mappings=None function_mappings=None template='You are a helpful assistant that answers Japan visa questions.\n\nQuestion: {query_str}\n\nHere are the retrieved documents:\n{context_str}\n\nAnswer clearly and concisely.'",0.8846153846153847,0.313,0.7249999999654166,0.6515217391304348,4.807522559165955,8.500442028045654,,,,,,,,,,
